date_id,full_date,year,year_week,year_day,fiscal_year,fiscal_qtr,month,month_name,week_day,day_name
20160322,2016-03-22,2016,12,22,2016,1,3,March,2,Tuesday
20160323,2016-03-23,2016,12,23,2016,1,3,March,3,Wednesday
20160324,2016-03-24,2016,12,24,2016,1,3,March,4,Thursday
20160325,2016-03-25,2016,12,25,2016,1,3,March,5,Friday
20160326,2016-03-26,2016,12,26,2016,1,3,March,6,Saturday
20160327,2016-03-27,2016,13,27,2016,1,3,March,0,Sunday
20160328,2016-03-28,2016,13,28,2016,1,3,March,1,Monday
20160329,2016-03-29,2016,13,29,2016,1,3,March,2,Tuesday
20160330,2016-03-30,2016,13,30,2016,1,3,March,3,Wednesday
20160331,2016-03-31,2016,13,31,2016,1,3,March,4,Thursday
20160401,2016-04-01,2016,13,1,2016,2,4,April,5,Friday
20160402,2016-04-02,2016,13,2,2016,2,4,April,6,Saturday
20160403,2016-04-03,2016,14,3,2016,2,4,April,0,Sunday
20160404,2016-04-04,2016,14,4,2016,2,4,April,1,Monday
20160405,2016-04-05,2016,14,5,2016,2,4,April,2,Tuesday
20160406,2016-04-06,2016,14,6,2016,2,4,April,3,Wednesday
20160407,2016-04-07,2016,14,7,2016,2,4,April,4,Thursday
20160408,2016-04-08,2016,14,8,2016,2,4,April,5,Friday
20160409,2016-04-09,2016,14,9,2016,2,4,April,6,Saturday
20160410,2016-04-10,2016,15,10,2016,2,4,April,0,Sunday
20160411,2016-04-11,2016,15,11,2016,2,4,April,1,Monday
20160412,2016-04-12,2016,15,12,2016,2,4,April,2,Tuesday
20160413,2016-04-13,2016,15,13,2016,2,4,April,3,Wednesday
20160414,2016-04-14,2016,15,14,2016,2,4,April,4,Thursday
20160415,2016-04-15,2016,15,15,2016,2,4,April,5,Friday
20160416,2016-04-16,2016,15,16,2016,2,4,April,6,Saturday
20160417,2016-04-17,2016,16,17,2016,2,4,April,0,Sunday
20160418,2016-04-18,2016,16,18,2016,2,4,April,1,Monday
20160419,2016-04-19,2016,16,19,2016,2,4,April,2,Tuesday
20160420,2016-04-20,2016,16,20,2016,2,4,April,3,Wednesday
20160421,2016-04-21,2016,16,21,2016,2,4,April,4,Thursday
20160422,2016-04-22,2016,16,22,2016,2,4,April,5,Friday
20160423,2016-04-23,2016,16,23,2016,2,4,April,6,Saturday
20160424,2016-04-24,2016,17,24,2016,2,4,April,0,Sunday
20160425,2016-04-25,2016,17,25,2016,2,4,April,1,Monday
20160426,2016-04-26,2016,17,26,2016,2,4,April,2,Tuesday
20160427,2016-04-27,2016,17,27,2016,2,4,April,3,Wednesday
20160428,2016-04-28,2016,17,28,2016,2,4,April,4,Thursday
20160429,2016-04-29,2016,17,29,2016,2,4,April,5,Friday
20160430,2016-04-30,2016,17,30,2016,2,4,April,6,Saturday
20160501,2016-05-01,2016,18,1,2016,2,5,May,0,Sunday
20160502,2016-05-02,2016,18,2,2016,2,5,May,1,Monday
20160503,2016-05-03,2016,18,3,2016,2,5,May,2,Tuesday
20160504,2016-05-04,2016,18,4,2016,2,5,May,3,Wednesday
20160505,2016-05-05,2016,18,5,2016,2,5,May,4,Thursday
20160506,2016-05-06,2016,18,6,2016,2,5,May,5,Friday
20160507,2016-05-07,2016,18,7,2016,2,5,May,6,Saturday
20160508,2016-05-08,2016,19,8,2016,2,5,May,0,Sunday
20160509,2016-05-09,2016,19,9,2016,2,5,May,1,Monday
20160510,2016-05-10,2016,19,10,2016,2,5,May,2,Tuesday
20160511,2016-05-11,2016,19,11,2016,2,5,May,3,Wednesday
20160512,2016-05-12,2016,19,12,2016,2,5,May,4,Thursday
20160513,2016-05-13,2016,19,13,2016,2,5,May,5,Friday
20160514,2016-05-14,2016,19,14,2016,2,5,May,6,Saturday
20160515,2016-05-15,2016,20,15,2016,2,5,May,0,Sunday
20160516,2016-05-16,2016,20,16,2016,2,5,May,1,Monday
20160517,2016-05-17,2016,20,17,2016,2,5,May,2,Tuesday
20160518,2016-05-18,2016,20,18,2016,2,5,May,3,Wednesday
20160519,2016-05-19,2016,20,19,2016,2,5,May,4,Thursday
20160520,2016-05-20,2016,20,20,2016,2,5,May,5,Friday
20160521,2016-05-21,2016,20,21,2016,2,5,May,6,Saturday
20160522,2016-05-22,2016,21,22,2016,2,5,May,0,Sunday
20160523,2016-05-23,2016,21,23,2016,2,5,May,1,Monday
20160524,2016-05-24,2016,21,24,2016,2,5,May,2,Tuesday
20160525,2016-05-25,2016,21,25,2016,2,5,May,3,Wednesday
20160526,2016-05-26,2016,21,26,2016,2,5,May,4,Thursday
20160527,2016-05-27,2016,21,27,2016,2,5,May,5,Friday
20160528,2016-05-28,2016,21,28,2016,2,5,May,6,Saturday
20160529,2016-05-29,2016,22,29,2016,2,5,May,0,Sunday
20160530,2016-05-30,2016,22,30,2016,2,5,May,1,Monday
20160531,2016-05-31,2016,22,31,2016,2,5,May,2,Tuesday
20160601,2016-06-01,2016,22,1,2016,2,6,June,3,Wednesday
20160602,2016-06-02,2016,22,2,2016,2,6,June,4,Thursday
20160603,2016-06-03,2016,22,3,2016,2,6,June,5,Friday
20160604,2016-06-04,2016,22,4,2016,2,6,June,6,Saturday
20160605,2016-06-05,2016,23,5,2016,2,6,June,0,Sunday
20160606,2016-06-06,2016,23,6,2016,2,6,June,1,Monday
20160607,2016-06-07,2016,23,7,2016,2,6,June,2,Tuesday
20160608,2016-06-08,2016,23,8,2016,2,6,June,3,Wednesday
20160609,2016-06-09,2016,23,9,2016,2,6,June,4,Thursday
20160610,2016-06-10,2016,23,10,2016,2,6,June,5,Friday
20160611,2016-06-11,2016,23,11,2016,2,6,June,6,Saturday
20160612,2016-06-12,2016,24,12,2016,2,6,June,0,Sunday
20160613,2016-06-13,2016,24,13,2016,2,6,June,1,Monday
20160614,2016-06-14,2016,24,14,2016,2,6,June,2,Tuesday
20160615,2016-06-15,2016,24,15,2016,2,6,June,3,Wednesday
20160616,2016-06-16,2016,24,16,2016,2,6,June,4,Thursday
20160617,2016-06-17,2016,24,17,2016,2,6,June,5,Friday
20160618,2016-06-18,2016,24,18,2016,2,6,June,6,Saturday
20160619,2016-06-19,2016,25,19,2016,2,6,June,0,Sunday
20160620,2016-06-20,2016,25,20,2016,2,6,June,1,Monday
20160621,2016-06-21,2016,25,21,2016,2,6,June,2,Tuesday
20160622,2016-06-22,2016,25,22,2016,2,6,June,3,Wednesday
20160623,2016-06-23,2016,25,23,2016,2,6,June,4,Thursday
20160624,2016-06-24,2016,25,24,2016,2,6,June,5,Friday
20160625,2016-06-25,2016,25,25,2016,2,6,June,6,Saturday
20160626,2016-06-26,2016,26,26,2016,2,6,June,0,Sunday
20160627,2016-06-27,2016,26,27,2016,2,6,June,1,Monday
20160628,2016-06-28,2016,26,28,2016,2,6,June,2,Tuesday
20160629,2016-06-29,2016,26,29,2016,2,6,June,3,Wednesday
20160630,2016-06-30,2016,26,30,2016,2,6,June,4,Thursday
20160701,2016-07-01,2016,26,1,2016,3,7,July,5,Friday
20160702,2016-07-02,2016,26,2,2016,3,7,July,6,Saturday
20160703,2016-07-03,2016,27,3,2016,3,7,July,0,Sunday
20160704,2016-07-04,2016,27,4,2016,3,7,July,1,Monday
20160705,2016-07-05,2016,27,5,2016,3,7,July,2,Tuesday
20160706,2016-07-06,2016,27,6,2016,3,7,July,3,Wednesday
20160707,2016-07-07,2016,27,7,2016,3,7,July,4,Thursday
20160708,2016-07-08,2016,27,8,2016,3,7,July,5,Friday
20160709,2016-07-09,2016,27,9,2016,3,7,July,6,Saturday
20160710,2016-07-10,2016,28,10,2016,3,7,July,0,Sunday
20160711,2016-07-11,2016,28,11,2016,3,7,July,1,Monday
20160712,2016-07-12,2016,28,12,2016,3,7,July,2,Tuesday
20160713,2016-07-13,2016,28,13,2016,3,7,July,3,Wednesday
20160714,2016-07-14,2016,28,14,2016,3,7,July,4,Thursday
20160715,2016-07-15,2016,28,15,2016,3,7,July,5,Friday
20160716,2016-07-16,2016,28,16,2016,3,7,July,6,Saturday
20160717,2016-07-17,2016,29,17,2016,3,7,July,0,Sunday
20160718,2016-07-18,2016,29,18,2016,3,7,July,1,Monday
20160719,2016-07-19,2016,29,19,2016,3,7,July,2,Tuesday
20160720,2016-07-20,2016,29,20,2016,3,7,July,3,Wednesday
20160721,2016-07-21,2016,29,21,2016,3,7,July,4,Thursday
20160722,2016-07-22,2016,29,22,2016,3,7,July,5,Friday
20160723,2016-07-23,2016,29,23,2016,3,7,July,6,Saturday
20160724,2016-07-24,2016,30,24,2016,3,7,July,0,Sunday
20160725,2016-07-25,2016,30,25,2016,3,7,July,1,Monday
20160726,2016-07-26,2016,30,26,2016,3,7,July,2,Tuesday
20160727,2016-07-27,2016,30,27,2016,3,7,July,3,Wednesday
20160728,2016-07-28,2016,30,28,2016,3,7,July,4,Thursday
20160729,2016-07-29,2016,30,29,2016,3,7,July,5,Friday
20160730,2016-07-30,2016,30,30,2016,3,7,July,6,Saturday
20160731,2016-07-31,2016,31,31,2016,3,7,July,0,Sunday
20160801,2016-08-01,2016,31,1,2016,3,8,August,1,Monday
20160802,2016-08-02,2016,31,2,2016,3,8,August,2,Tuesday
20160803,2016-08-03,2016,31,3,2016,3,8,August,3,Wednesday
20160804,2016-08-04,2016,31,4,2016,3,8,August,4,Thursday
20160805,2016-08-05,2016,31,5,2016,3,8,August,5,Friday
20160806,2016-08-06,2016,31,6,2016,3,8,August,6,Saturday
20160807,2016-08-07,2016,32,7,2016,3,8,August,0,Sunday
20160808,2016-08-08,2016,32,8,2016,3,8,August,1,Monday
20160809,2016-08-09,2016,32,9,2016,3,8,August,2,Tuesday
20160810,2016-08-10,2016,32,10,2016,3,8,August,3,Wednesday
20160811,2016-08-11,2016,32,11,2016,3,8,August,4,Thursday
20160812,2016-08-12,2016,32,12,2016,3,8,August,5,Friday
20160813,2016-08-13,2016,32,13,2016,3,8,August,6,Saturday
20160814,2016-08-14,2016,33,14,2016,3,8,August,0,Sunday
20160815,2016-08-15,2016,33,15,2016,3,8,August,1,Monday
20160816,2016-08-16,2016,33,16,2016,3,8,August,2,Tuesday
20160817,2016-08-17,2016,33,17,2016,3,8,August,3,Wednesday
20160818,2016-08-18,2016,33,18,2016,3,8,August,4,Thursday
20160819,2016-08-19,2016,33,19,2016,3,8,August,5,Friday
20160820,2016-08-20,2016,33,20,2016,3,8,August,6,Saturday
20160821,2016-08-21,2016,34,21,2016,3,8,August,0,Sunday
20160822,2016-08-22,2016,34,22,2016,3,8,August,1,Monday
20160823,2016-08-23,2016,34,23,2016,3,8,August,2,Tuesday
20160824,2016-08-24,2016,34,24,2016,3,8,August,3,Wednesday
20160825,2016-08-25,2016,34,25,2016,3,8,August,4,Thursday
20160826,2016-08-26,2016,34,26,2016,3,8,August,5,Friday
20160827,2016-08-27,2016,34,27,2016,3,8,August,6,Saturday
20160828,2016-08-28,2016,35,28,2016,3,8,August,0,Sunday
20160829,2016-08-29,2016,35,29,2016,3,8,August,1,Monday
20160830,2016-08-30,2016,35,30,2016,3,8,August,2,Tuesday
20160831,2016-08-31,2016,35,31,2016,3,8,August,3,Wednesday
20160901,2016-09-01,2016,35,1,2016,3,9,September,4,Thursday
20160902,2016-09-02,2016,35,2,2016,3,9,September,5,Friday
20160903,2016-09-03,2016,35,3,2016,3,9,September,6,Saturday
20160904,2016-09-04,2016,36,4,2016,3,9,September,0,Sunday
20160905,2016-09-05,2016,36,5,2016,3,9,September,1,Monday
20160906,2016-09-06,2016,36,6,2016,3,9,September,2,Tuesday
20160907,2016-09-07,2016,36,7,2016,3,9,September,3,Wednesday
20160908,2016-09-08,2016,36,8,2016,3,9,September,4,Thursday
20160909,2016-09-09,2016,36,9,2016,3,9,September,5,Friday
20160910,2016-09-10,2016,36,10,2016,3,9,September,6,Saturday
20160911,2016-09-11,2016,37,11,2016,3,9,September,0,Sunday
20160912,2016-09-12,2016,37,12,2016,3,9,September,1,Monday
20160913,2016-09-13,2016,37,13,2016,3,9,September,2,Tuesday
20160914,2016-09-14,2016,37,14,2016,3,9,September,3,Wednesday
20160915,2016-09-15,2016,37,15,2016,3,9,September,4,Thursday
20160916,2016-09-16,2016,37,16,2016,3,9,September,5,Friday
20160917,2016-09-17,2016,37,17,2016,3,9,September,6,Saturday
20160918,2016-09-18,2016,38,18,2016,3,9,September,0,Sunday
20160919,2016-09-19,2016,38,19,2016,3,9,September,1,Monday
20160920,2016-09-20,2016,38,20,2016,3,9,September,2,Tuesday
20160921,2016-09-21,2016,38,21,2016,3,9,September,3,Wednesday
20160922,2016-09-22,2016,38,22,2016,3,9,September,4,Thursday
20160923,2016-09-23,2016,38,23,2016,3,9,September,5,Friday
20160924,2016-09-24,2016,38,24,2016,3,9,September,6,Saturday
20160925,2016-09-25,2016,39,25,2016,3,9,September,0,Sunday
20160926,2016-09-26,2016,39,26,2016,3,9,September,1,Monday
20160927,2016-09-27,2016,39,27,2016,3,9,September,2,Tuesday
20160928,2016-09-28,2016,39,28,2016,3,9,September,3,Wednesday
20160929,2016-09-29,2016,39,29,2016,3,9,September,4,Thursday
20160930,2016-09-30,2016,39,30,2016,3,9,September,5,Friday
20161001,2016-10-01,2016,39,1,2016,4,10,October,6,Saturday
20161002,2016-10-02,2016,40,2,2016,4,10,October,0,Sunday
20161003,2016-10-03,2016,40,3,2016,4,10,October,1,Monday
20161004,2016-10-04,2016,40,4,2016,4,10,October,2,Tuesday
20161005,2016-10-05,2016,40,5,2016,4,10,October,3,Wednesday
20161006,2016-10-06,2016,40,6,2016,4,10,October,4,Thursday
20161007,2016-10-07,2016,40,7,2016,4,10,October,5,Friday
20161008,2016-10-08,2016,40,8,2016,4,10,October,6,Saturday
20161009,2016-10-09,2016,41,9,2016,4,10,October,0,Sunday
20161010,2016-10-10,2016,41,10,2016,4,10,October,1,Monday
20161011,2016-10-11,2016,41,11,2016,4,10,October,2,Tuesday
20161012,2016-10-12,2016,41,12,2016,4,10,October,3,Wednesday
20161013,2016-10-13,2016,41,13,2016,4,10,October,4,Thursday
20161014,2016-10-14,2016,41,14,2016,4,10,October,5,Friday
20161015,2016-10-15,2016,41,15,2016,4,10,October,6,Saturday
20161016,2016-10-16,2016,42,16,2016,4,10,October,0,Sunday
20161017,2016-10-17,2016,42,17,2016,4,10,October,1,Monday
20161018,2016-10-18,2016,42,18,2016,4,10,October,2,Tuesday
20161019,2016-10-19,2016,42,19,2016,4,10,October,3,Wednesday
20161020,2016-10-20,2016,42,20,2016,4,10,October,4,Thursday
20161021,2016-10-21,2016,42,21,2016,4,10,October,5,Friday
20161022,2016-10-22,2016,42,22,2016,4,10,October,6,Saturday
20161023,2016-10-23,2016,43,23,2016,4,10,October,0,Sunday
20161024,2016-10-24,2016,43,24,2016,4,10,October,1,Monday
20161025,2016-10-25,2016,43,25,2016,4,10,October,2,Tuesday
20161026,2016-10-26,2016,43,26,2016,4,10,October,3,Wednesday
20161027,2016-10-27,2016,43,27,2016,4,10,October,4,Thursday
20161028,2016-10-28,2016,43,28,2016,4,10,October,5,Friday
20161029,2016-10-29,2016,43,29,2016,4,10,October,6,Saturday
20161030,2016-10-30,2016,44,30,2016,4,10,October,0,Sunday
20161031,2016-10-31,2016,44,31,2016,4,10,October,1,Monday
20161101,2016-11-01,2016,44,1,2016,4,11,November,2,Tuesday
20161102,2016-11-02,2016,44,2,2016,4,11,November,3,Wednesday
20161103,2016-11-03,2016,44,3,2016,4,11,November,4,Thursday
20161104,2016-11-04,2016,44,4,2016,4,11,November,5,Friday
20161105,2016-11-05,2016,44,5,2016,4,11,November,6,Saturday
20161106,2016-11-06,2016,45,6,2016,4,11,November,0,Sunday
20161107,2016-11-07,2016,45,7,2016,4,11,November,1,Monday
20161108,2016-11-08,2016,45,8,2016,4,11,November,2,Tuesday
20161109,2016-11-09,2016,45,9,2016,4,11,November,3,Wednesday
20161110,2016-11-10,2016,45,10,2016,4,11,November,4,Thursday
20161111,2016-11-11,2016,45,11,2016,4,11,November,5,Friday
20161112,2016-11-12,2016,45,12,2016,4,11,November,6,Saturday
20161113,2016-11-13,2016,46,13,2016,4,11,November,0,Sunday
20161114,2016-11-14,2016,46,14,2016,4,11,November,1,Monday
20161115,2016-11-15,2016,46,15,2016,4,11,November,2,Tuesday
20161116,2016-11-16,2016,46,16,2016,4,11,November,3,Wednesday
20161117,2016-11-17,2016,46,17,2016,4,11,November,4,Thursday
20161118,2016-11-18,2016,46,18,2016,4,11,November,5,Friday
20161119,2016-11-19,2016,46,19,2016,4,11,November,6,Saturday
20161120,2016-11-20,2016,47,20,2016,4,11,November,0,Sunday
20161121,2016-11-21,2016,47,21,2016,4,11,November,1,Monday
20161122,2016-11-22,2016,47,22,2016,4,11,November,2,Tuesday
20161123,2016-11-23,2016,47,23,2016,4,11,November,3,Wednesday
20161124,2016-11-24,2016,47,24,2016,4,11,November,4,Thursday
20161125,2016-11-25,2016,47,25,2016,4,11,November,5,Friday
20161126,2016-11-26,2016,47,26,2016,4,11,November,6,Saturday
20161127,2016-11-27,2016,48,27,2016,4,11,November,0,Sunday
20161128,2016-11-28,2016,48,28,2016,4,11,November,1,Monday
20161129,2016-11-29,2016,48,29,2016,4,11,November,2,Tuesday
20161130,2016-11-30,2016,48,30,2016,4,11,November,3,Wednesday
20161201,2016-12-01,2016,48,1,2016,4,12,December,4,Thursday
20161202,2016-12-02,2016,48,2,2016,4,12,December,5,Friday
20161203,2016-12-03,2016,48,3,2016,4,12,December,6,Saturday
20161204,2016-12-04,2016,49,4,2016,4,12,December,0,Sunday
20161205,2016-12-05,2016,49,5,2016,4,12,December,1,Monday
20161206,2016-12-06,2016,49,6,2016,4,12,December,2,Tuesday
20161207,2016-12-07,2016,49,7,2016,4,12,December,3,Wednesday
20161208,2016-12-08,2016,49,8,2016,4,12,December,4,Thursday
20161209,2016-12-09,2016,49,9,2016,4,12,December,5,Friday
20161210,2016-12-10,2016,49,10,2016,4,12,December,6,Saturday
20161211,2016-12-11,2016,50,11,2016,4,12,December,0,Sunday
20161212,2016-12-12,2016,50,12,2016,4,12,December,1,Monday
20161213,2016-12-13,2016,50,13,2016,4,12,December,2,Tuesday
20161214,2016-12-14,2016,50,14,2016,4,12,December,3,Wednesday
20161215,2016-12-15,2016,50,15,2016,4,12,December,4,Thursday
20161216,2016-12-16,2016,50,16,2016,4,12,December,5,Friday
20161217,2016-12-17,2016,50,17,2016,4,12,December,6,Saturday
20161218,2016-12-18,2016,51,18,2016,4,12,December,0,Sunday
20161219,2016-12-19,2016,51,19,2016,4,12,December,1,Monday
20161220,2016-12-20,2016,51,20,2016,4,12,December,2,Tuesday
20161221,2016-12-21,2016,51,21,2016,4,12,December,3,Wednesday
20161222,2016-12-22,2016,51,22,2016,4,12,December,4,Thursday
20161223,2016-12-23,2016,51,23,2016,4,12,December,5,Friday
20161224,2016-12-24,2016,51,24,2016,4,12,December,6,Saturday
20161225,2016-12-25,2016,52,25,2016,4,12,December,0,Sunday
20161226,2016-12-26,2016,52,26,2016,4,12,December,1,Monday
20161227,2016-12-27,2016,52,27,2016,4,12,December,2,Tuesday
20161228,2016-12-28,2016,52,28,2016,4,12,December,3,Wednesday
20161229,2016-12-29,2016,52,29,2016,4,12,December,4,Thursday
20161230,2016-12-30,2016,52,30,2016,4,12,December,5,Friday
20161231,2016-12-31,2016,52,31,2016,4,12,December,6,Saturday
20170101,2017-01-01,2017,1,1,2017,1,1,January,0,Sunday
20170102,2017-01-02,2017,1,2,2017,1,1,January,1,Monday
20170103,2017-01-03,2017,1,3,2017,1,1,January,2,Tuesday
20170104,2017-01-04,2017,1,4,2017,1,1,January,3,Wednesday
20170105,2017-01-05,2017,1,5,2017,1,1,January,4,Thursday
20170106,2017-01-06,2017,1,6,2017,1,1,January,5,Friday
20170107,2017-01-07,2017,1,7,2017,1,1,January,6,Saturday
20170108,2017-01-08,2017,2,8,2017,1,1,January,0,Sunday
20170109,2017-01-09,2017,2,9,2017,1,1,January,1,Monday
20170110,2017-01-10,2017,2,10,2017,1,1,January,2,Tuesday
20170111,2017-01-11,2017,2,11,2017,1,1,January,3,Wednesday
20170112,2017-01-12,2017,2,12,2017,1,1,January,4,Thursday
20170113,2017-01-13,2017,2,13,2017,1,1,January,5,Friday
20170114,2017-01-14,2017,2,14,2017,1,1,January,6,Saturday
20170115,2017-01-15,2017,3,15,2017,1,1,January,0,Sunday
20170116,2017-01-16,2017,3,16,2017,1,1,January,1,Monday
20170117,2017-01-17,2017,3,17,2017,1,1,January,2,Tuesday
20170118,2017-01-18,2017,3,18,2017,1,1,January,3,Wednesday
20170119,2017-01-19,2017,3,19,2017,1,1,January,4,Thursday
20170120,2017-01-20,2017,3,20,2017,1,1,January,5,Friday
20170121,2017-01-21,2017,3,21,2017,1,1,January,6,Saturday
20170122,2017-01-22,2017,4,22,2017,1,1,January,0,Sunday
20170123,2017-01-23,2017,4,23,2017,1,1,January,1,Monday
20170124,2017-01-24,2017,4,24,2017,1,1,January,2,Tuesday
20170125,2017-01-25,2017,4,25,2017,1,1,January,3,Wednesday
20170126,2017-01-26,2017,4,26,2017,1,1,January,4,Thursday
20170127,2017-01-27,2017,4,27,2017,1,1,January,5,Friday
20170128,2017-01-28,2017,4,28,2017,1,1,January,6,Saturday
20170129,2017-01-29,2017,5,29,2017,1,1,January,0,Sunday
20170130,2017-01-30,2017,5,30,2017,1,1,January,1,Monday
20170131,2017-01-31,2017,5,31,2017,1,1,January,2,Tuesday
20170201,2017-02-01,2017,5,1,2017,1,2,February,3,Wednesday
20170202,2017-02-02,2017,5,2,2017,1,2,February,4,Thursday
20170203,2017-02-03,2017,5,3,2017,1,2,February,5,Friday
20170204,2017-02-04,2017,5,4,2017,1,2,February,6,Saturday
20170205,2017-02-05,2017,6,5,2017,1,2,February,0,Sunday
20170206,2017-02-06,2017,6,6,2017,1,2,February,1,Monday
20170207,2017-02-07,2017,6,7,2017,1,2,February,2,Tuesday
20170208,2017-02-08,2017,6,8,2017,1,2,February,3,Wednesday
20170209,2017-02-09,2017,6,9,2017,1,2,February,4,Thursday
20170210,2017-02-10,2017,6,10,2017,1,2,February,5,Friday
20170211,2017-02-11,2017,6,11,2017,1,2,February,6,Saturday
